# SVG 검수 판정 집계 — scripts/qa/collect-svg-verdicts.mjs 가 만든다. 손으로 고치지 말 것.
# 판정 원본: C:\Users\user\AppData\Local\Temp\claude\C--Creative-testautocreator\514755a6-ad9e-4e2a-882d-210afa7581c6\scratchpad\codex검수 (세션 임시 폴더 — 지워질 수 있다. 이 파일이 사본이다)
# sheet	judge	pair	verdict	note
0105	gemini	0878	OK	
0105	gemini	1216	OK	
0106	codex-1	0232	OK	
0106	codex-1	0239	OK	
0106	codex-1	0810	OK	
0106	codex-1	0967	OK	
0106	codex-1	1258	OK	
0106	codex-1	1310	OK	
0106	gemini	0232	OK	
0106	gemini	0239	OK	
0106	gemini	0810	OK	
0106	gemini	0967	결함	보기 ㄷ에서 b/5 앞의 마이너스(-) 부호가 빠졌다.
0106	gemini	1258	OK	
0106	gemini	1310	OK	
0107	codex-1	0308	OK	
0107	codex-1	0425	OK	
0107	codex-1	0499	OK	
0107	codex-1	0624	OK	
0107	codex-1	0820	OK	
0107	codex-1	1027	OK	
0107	gemini	0308	OK	
0107	gemini	0425	OK	
0107	gemini	0499	OK	
0107	gemini	0624	결함	점선 선분 DE가 빠졌다.
0107	gemini	0820	OK	
0107	gemini	1027	OK	
0108	codex-1	0410	OK	
0108	codex-1	0575	OK	
0108	codex-1	0679	OK	
0108	codex-1	0705	OK	
0108	codex-1	1274	OK	
0108	codex-1	1300	OK	
0108	gemini	0410	OK	
0108	gemini	0575	결함	점 A의 직각 기호가 빠졌다
0108	gemini	0679	OK	
0108	gemini	0705	OK	
0108	gemini	1274	OK	
0108	gemini	1300	OK	
0109	codex-1	0176	OK	
0109	codex-1	0292	OK	
0109	codex-1	0594	OK	
0109	codex-1	0601	OK	
0109	codex-1	1261	OK	
0109	codex-1	1464	OK	
0109	gemini	0176	OK	
0109	gemini	0292	OK	
0109	gemini	0594	OK	
0109	gemini	0601	OK	
0109	gemini	1261	OK	
0109	gemini	1464	OK	
0110	codex-1	0125	OK	
0110	codex-1	0858	OK	
0110	codex-1	1133	OK	
0110	codex-1	1358	OK	
0110	codex-1	1403	OK	
0110	codex-1	1513	OK	
0110	gemini	0125	OK	
0110	gemini	0858	OK	
0110	gemini	1133	OK	
0110	gemini	1358	OK	
0110	gemini	1403	OK	
0110	gemini	1513	OK	
0111	codex-1	0031	OK	
0111	codex-1	0173	OK	
0111	codex-1	0375	OK	
0111	codex-1	0754	OK	
0111	codex-1	0815	OK	
0111	codex-1	1242	OK	
0111	gemini	0031	OK	
0111	gemini	0173	OK	
0111	gemini	0375	OK	
0111	gemini	0754	결함	선분 BD가 빠졌다.
0111	gemini	0815	OK	
0111	gemini	1242	OK	
0112	codex-1	0134	OK	
0112	codex-1	0250	OK	
0112	codex-1	0807	OK	
0112	codex-1	1161	OK	
0112	codex-1	1171	OK	
0112	codex-1	1523	OK	
0112	gemini	0134	OK	
0112	gemini	0250	OK	
0112	gemini	0807	OK	
0112	gemini	1161	OK	
0112	gemini	1171	OK	
0112	gemini	1523	OK	
0113	codex-1	0038	OK	
0113	codex-1	0159	OK	
0113	codex-1	0963	OK	
0113	codex-1	1229	OK	
0113	codex-1	1270	OK	
0113	codex-1	1327	OK	
0113	gemini	0038	결함	각 A의 양쪽 각도 표시(호)에 있는 눈금이 빠졌다.
0113	gemini	0159	OK	
0113	gemini	0963	결함	조건을 감싸는 박스의 테두리 선(왼쪽, 오른쪽, 아래쪽)이 빠졌다.
0113	gemini	1229	OK	
0113	gemini	1270	OK	
0113	gemini	1327	OK	
0114	agy-o	0180	OK	
0114	agy-o	0263	OK	
0114	agy-o	0629	OK	
0114	agy-o	0756	OK	
0114	agy-o	0798	OK	
0114	agy-o	0966	OK	
0114	codex-1	0180	OK	
0114	codex-1	0263	OK	
0114	codex-1	0629	OK	
0114	codex-1	0756	OK	
0114	codex-1	0798	OK	
0114	codex-1	0966	OK	
0114	codex-2	0180	OK	
0114	codex-2	0263	OK	
0114	codex-2	0629	OK	
0114	codex-2	0756	OK	
0114	codex-2	0798	OK	
0114	codex-2	0966	OK	
0114	gemini	0180	OK	
0114	gemini	0263	OK	
0114	gemini	0629	OK	
0114	gemini	0756	OK	
0114	gemini	0798	OK	
0114	gemini	0966	OK	
0115	codex-1	0371	OK	
0115	codex-1	0385	OK	
0115	codex-1	0742	OK	
0115	codex-1	0808	OK	
0115	codex-1	1090	OK	
0115	codex-1	1252	OK	
0115	gemini	0371	결함	중심 점 O를 표시하는 작은 원이 빠졌다
0115	gemini	0385	OK	
0115	gemini	0742	OK	
0115	gemini	0808	결함	대각선 AC가 빠졌다
0115	gemini	1090	OK	
0115	gemini	1252	OK	
0116	codex-1	0605	OK	
0116	codex-1	0744	OK	
0116	codex-1	0971	OK	
0116	codex-1	1213	OK	
0116	codex-1	1484	OK	
0116	codex-1	1525	OK	
0116	gemini	0605	OK	
0116	gemini	0744	OK	
0116	gemini	0971	OK	
0116	gemini	1213	OK	
0116	gemini	1484	OK	
0116	gemini	1525	OK	
0117	codex-1	0123	OK	
0117	codex-1	0221	OK	
0117	codex-1	0362	OK	
0117	codex-1	0861	OK	
0117	codex-1	1384	OK	
0117	codex-1	1489	OK	
0117	gemini	0123	OK	
0117	gemini	0221	OK	
0117	gemini	0362	OK	
0117	gemini	0861	OK	
0117	gemini	1384	OK	
0117	gemini	1489	OK	
0118	codex-1	0273	OK	
0118	codex-1	0945	OK	
0118	codex-1	1046	OK	
0118	codex-1	1074	OK	
0118	codex-1	1132	OK	
0118	codex-1	1220	OK	
0118	gemini	0273	OK	
0118	gemini	0945	OK	
0118	gemini	1046	OK	
0118	gemini	1074	결함	B와 C를 잇는 점선(지름)이 빠졌다.
0118	gemini	1132	OK	
0118	gemini	1220	OK	
0119	codex-1	0625	OK	
0119	codex-1	0678	OK	
0119	codex-1	0926	OK	
0119	codex-1	1169	OK	
0119	codex-1	1354	OK	
0119	codex-1	1530	OK	
0119	gemini	0625	OK	
0119	gemini	0678	OK	
0119	gemini	0926	OK	
0119	gemini	1169	결함	20°를 가리키는 지시선(화살표)이 빠지고 엉뚱한 각도에 잘못 표시됨
0119	gemini	1354	OK	
0119	gemini	1530	OK	
0120	codex-1	0052	OK	
0120	codex-1	0289	OK	
0120	codex-1	0449	OK	
0120	codex-1	0720	OK	
0120	codex-1	0888	OK	
0120	codex-1	1106	OK	
0120	gemini	0052	OK	
0120	gemini	0289	OK	
0120	gemini	0449	OK	
0120	gemini	0720	OK	
0120	gemini	0888	OK	
0120	gemini	1106	OK	
0121	codex-1	0046	OK	
0121	codex-1	0476	OK	
0121	codex-1	0520	OK	
0121	codex-1	0521	OK	
0121	codex-1	0583	OK	
0121	codex-1	1226	OK	
0121	gemini	0046	OK	
0121	gemini	0476	OK	
0121	gemini	0520	결함	점선 2개가 빠졌다
0121	gemini	0521	OK	
0121	gemini	0583	OK	
0121	gemini	1226	결함	선분 BD에 있던 길이 같음 표시가 선분 CD에 그려졌다
0122	codex-1	0323	OK	
0122	codex-1	0843	OK	
0122	codex-1	0902	OK	
0122	codex-1	1162	OK	
0122	codex-1	1402	OK	
0122	codex-1	1545	OK	
0122	gemini	0323	OK	
0122	gemini	0843	OK	
0122	gemini	0902	결함	래스터에 없는 점선(A에서 F를 지나는 선)이 추가됨
0122	gemini	1162	OK	
0122	gemini	1402	OK	
0122	gemini	1545	OK	
0123	codex-1	0004	OK	
0123	codex-1	0096	OK	
0123	codex-1	0204	OK	
0123	codex-1	0561	OK	
0123	codex-1	0646	OK	
0123	codex-1	1479	OK	
0123	gemini	0004	OK	
0123	gemini	0096	OK	
0123	gemini	0204	결함	I 점이 빠졌다
0123	gemini	0561	OK	
0123	gemini	0646	OK	
0123	gemini	1479	OK	
0124	codex-1	0354	OK	
0124	codex-1	0598	OK	
0124	codex-1	0659	OK	
0124	codex-1	0846	OK	
0124	codex-1	1013	OK	
0124	codex-1	1397	OK	
0124	gemini	0354	결함	선분 DE의 화살표 위치가 다름
0124	gemini	0598	OK	
0124	gemini	0659	결함	선분 OA가 실선으로 잘못 그려짐 (래스터는 점선)
0124	gemini	0846	OK	
0124	gemini	1013	OK	
0124	gemini	1397	결함	래스터에 없는 선분 CD가 그려짐
0125	codex-1	0187	OK	
0125	codex-1	0766	OK	
0125	codex-1	0880	OK	
0125	codex-1	1352	OK	
0125	codex-1	1406	OK	
0125	codex-1	1421	OK	
0125	gemini	0187	OK	
0125	gemini	0766	OK	
0125	gemini	0880	결함	좌표축의 화살표 머리가 빠졌다
0125	gemini	1352	OK	
0125	gemini	1406	OK	
0125	gemini	1421	OK	
0126	codex-1	0060	OK	
0126	codex-1	0086	OK	
0126	codex-1	0758	OK	
0126	codex-1	0987	OK	
0126	codex-1	1151	OK	
0126	codex-1	1389	OK	
0126	gemini	0060	OK	
0126	gemini	0086	OK	
0126	gemini	0758	OK	
0126	gemini	0987	결함	점 A에서 점 I로 이어지는 선분이 빠졌다
0126	gemini	1151	OK	
0126	gemini	1389	OK	
0127	codex-1	0277	OK	
0127	codex-1	0517	OK	
0127	codex-1	0628	OK	
0127	codex-1	1159	OK	
0127	codex-1	1338	OK	
0127	codex-1	1470	OK	
0127	gemini	0277	OK	
0127	gemini	0517	OK	
0127	gemini	0628	OK	
0127	gemini	1159	결함	선분 HD와 BF에 있던 짧은 선(같음 표시)이 빠짐
0127	gemini	1338	OK	
0127	gemini	1470	OK	
0128	codex-1	0066	OK	
0128	codex-1	0089	OK	
0128	codex-1	0185	OK	
0128	codex-1	0576	OK	
0128	codex-1	1266	OK	
0128	codex-1	1508	OK	
0128	gemini	0066	OK	
0128	gemini	0089	OK	
0128	gemini	0185	OK	
0128	gemini	0576	OK	
0128	gemini	1266	OK	
0128	gemini	1508	OK	
0129	codex-1	0131	OK	
0129	codex-1	0386	OK	
0129	codex-1	0648	OK	
0129	codex-1	0658	OK	
0129	codex-1	0687	OK	
0129	codex-1	0928	OK	
0129	gemini	0131	OK	
0129	gemini	0386	OK	
0129	gemini	0648	OK	
0129	gemini	0658	OK	
0129	gemini	0687	OK	
0129	gemini	0928	OK	
0130	codex-1	0070	OK	
0130	codex-1	0274	OK	
0130	codex-1	0291	OK	
0130	codex-1	0533	OK	
0130	codex-1	1035	OK	
0130	codex-1	1505	OK	
0130	gemini	0070	OK	
0130	gemini	0274	OK	
0130	gemini	0291	OK	
0130	gemini	0533	OK	
0130	gemini	1035	OK	
0130	gemini	1505	OK	
0131	codex-1	0164	OK	
0131	codex-1	0824	OK	
0131	codex-1	1126	OK	
0131	codex-1	1136	OK	
0131	codex-1	1224	OK	
0131	codex-1	1424	OK	
0131	gemini	0164	OK	
0131	gemini	0824	OK	
0131	gemini	1126	OK	
0131	gemini	1136	결함	가장 오른쪽 작은 정사각형이 분홍색으로 채워졌다
0131	gemini	1224	OK	
0131	gemini	1424	OK	
0132	codex-1	0032	OK	
0132	codex-1	0270	OK	
0132	codex-1	0593	OK	
0132	codex-1	0707	OK	
0132	codex-1	0931	OK	
0132	codex-1	1401	OK	
0132	gemini	0032	결함	단면에만 있어야 할 분홍색 칠이 입체도형 전체 겉면에 잘못 들어갔다
0132	gemini	0270	OK	
0132	gemini	0593	OK	
0132	gemini	0707	OK	
0132	gemini	0931	OK	
0132	gemini	1401	OK	
0133	antigravity	0246	OK	
0133	antigravity	0311	OK	
0133	antigravity	0901	OK	
0133	antigravity	1119	OK	
0133	antigravity	1234	OK	
0133	antigravity	1553	OK	
0133	codex-1	0246	OK	
0133	codex-1	0311	OK	
0133	codex-1	0901	OK	
0133	codex-1	1119	OK	
0133	codex-1	1234	OK	
0133	codex-1	1553	OK	
0133	gemini	0246	OK	
0133	gemini	0311	OK	
0133	gemini	0901	OK	
0133	gemini	1119	결함	점 G의 직각 표시가 빠졌다
0133	gemini	1234	OK	
0133	gemini	1553	OK	
0134	antigravity	0169	OK	
0134	antigravity	0711	OK	
0134	antigravity	0854	OK	
0134	antigravity	0981	OK	
0134	antigravity	1156	OK	
0134	antigravity	1208	OK	
0134	codex-1	0169	OK	
0134	codex-1	0711	OK	
0134	codex-1	0854	OK	
0134	codex-1	0981	OK	
0134	codex-1	1156	OK	
0134	codex-1	1208	OK	
0134	gemini	0169	OK	
0134	gemini	0711	OK	
0134	gemini	0854	결함	선분 AF가 실선인데 점선으로 그려졌다
0134	gemini	0981	OK	
0134	gemini	1156	OK	
0134	gemini	1208	OK	
0135	antigravity	0051	OK	
0135	antigravity	0434	OK	
0135	antigravity	0551	OK	
0135	antigravity	0827	OK	
0135	antigravity	1335	OK	
0135	antigravity	1448	OK	
0135	codex-1	0051	OK	
0135	codex-1	0434	OK	
0135	codex-1	0551	OK	
0135	codex-1	0827	OK	
0135	codex-1	1335	OK	
0135	codex-1	1448	OK	
0135	gemini	0051	OK	
0135	gemini	0434	OK	
0135	gemini	0551	결함	선분 GG'와 AM이 만나는 교점에 있던 점이 빠졌다
0135	gemini	0827	OK	
0135	gemini	1335	OK	
0135	gemini	1448	OK	
0136	antigravity	0090	OK	
0136	antigravity	0228	OK	
0136	antigravity	0423	OK	
0136	antigravity	1188	OK	
0136	antigravity	1372	OK	
0136	antigravity	1441	OK	
0136	codex-1	0090	OK	
0136	codex-1	0228	OK	
0136	codex-1	0423	OK	
0136	codex-1	1188	OK	
0136	codex-1	1372	OK	
0136	codex-1	1441	OK	
0136	gemini	0090	OK	
0136	gemini	0228	OK	
0136	gemini	0423	OK	
0136	gemini	1188	OK	
0136	gemini	1372	결함	38° 각도 호와 각 C 아래쪽 호에 있는 빗금(짧은 선분) 표시가 빠졌다.
0136	gemini	1441	OK	
0137	antigravity	0109	OK	
0137	antigravity	0216	OK	
0137	antigravity	0237	OK	
0137	antigravity	0869	OK	
0137	antigravity	1142	OK	
0137	antigravity	1527	OK	
0137	codex-1	0109	OK	
0137	codex-1	0216	OK	
0137	codex-1	0237	OK	
0137	codex-1	0869	OK	
0137	codex-1	1142	OK	
0137	codex-1	1527	OK	
0137	gemini	0109	OK	
0137	gemini	0216	OK	
0137	gemini	0237	OK	
0137	gemini	0869	OK	
0137	gemini	1142	OK	
0137	gemini	1527	OK	
0138	antigravity	0190	OK	
0138	antigravity	0231	OK	
0138	antigravity	0443	OK	
0138	antigravity	0690	OK	
0138	antigravity	1016	OK	
0138	antigravity	1138	OK	
0138	codex-1	0190	OK	
0138	codex-1	0231	OK	
0138	codex-1	0443	OK	
0138	codex-1	0690	OK	
0138	codex-1	1016	OK	
0138	codex-1	1138	OK	
0138	gemini	0190	OK	
0138	gemini	0231	OK	
0138	gemini	0443	결함	직선 PQ 양끝의 화살표 머리가 빠졌다.
0138	gemini	0690	결함	5번 반구의 윗면(단면) 칠이 빠졌다.
0138	gemini	1016	OK	
0138	gemini	1138	결함	선분 BD가 실선에서 점선으로 바뀌었다.
0139	antigravity	0161	OK	
0139	antigravity	0442	OK	
0139	antigravity	0748	OK	
0139	antigravity	0761	OK	
0139	antigravity	0898	OK	
0139	antigravity	0978	OK	
0139	codex-1	0161	OK	
0139	codex-1	0442	OK	
0139	codex-1	0748	OK	
0139	codex-1	0761	OK	
0139	codex-1	0898	OK	
0139	codex-1	0978	OK	
0139	gemini	0161	OK	
0139	gemini	0442	OK	
0139	gemini	0748	OK	
0139	gemini	0761	OK	
0139	gemini	0898	OK	
0139	gemini	0978	OK	
0140	codex-1	0140	OK	
0140	codex-1	0141	OK	
0140	codex-1	0275	OK	
0140	codex-1	0560	OK	
0140	codex-1	0972	OK	
0140	codex-1	1437	OK	
0140	gemini	0140	OK	
0140	gemini	0141	OK	
0140	gemini	0275	OK	
0140	gemini	0560	OK	
0140	gemini	0972	OK	
0140	gemini	1437	OK	
0141	antigravity	0218	OK	
0141	antigravity	0612	OK	
0141	antigravity	0927	OK	
0141	antigravity	1127	OK	
0141	antigravity	1172	OK	
0141	antigravity	1206	OK	
0141	codex-1	0218	OK	
0141	codex-1	0612	OK	
0141	codex-1	0927	OK	
0141	codex-1	1127	OK	
0141	codex-1	1172	OK	
0141	codex-1	1206	OK	
0141	gemini	0218	OK	
0141	gemini	0612	OK	
0141	gemini	0927	OK	
0141	gemini	1127	OK	
0141	gemini	1172	OK	
0141	gemini	1206	OK	
0142	antigravity	0174	OK	
0142	antigravity	0235	OK	
0142	antigravity	0391	OK	
0142	antigravity	0509	OK	
0142	antigravity	0615	OK	
0142	antigravity	1444	OK	
0142	codex-1	0174	OK	
0142	codex-1	0235	OK	
0142	codex-1	0391	OK	
0142	codex-1	0509	OK	
0142	codex-1	0615	OK	
0142	codex-1	1444	OK	
0142	gemini	0174	OK	
0142	gemini	0235	OK	
0142	gemini	0391	OK	
0142	gemini	0509	OK	
0142	gemini	0615	결함	점 A의 직각 표시가 빠졌다
0142	gemini	1444	OK	
0143	antigravity	0179	OK	
0143	antigravity	0651	OK	
0143	antigravity	0870	OK	
0143	antigravity	1076	OK	
0143	antigravity	1101	OK	
0143	antigravity	1482	OK	
0143	codex-1	0179	OK	
0143	codex-1	0651	OK	
0143	codex-1	0870	OK	
0143	codex-1	1076	OK	
0143	codex-1	1101	OK	
0143	codex-1	1482	OK	
0143	gemini	0179	OK	
0143	gemini	0651	OK	
0143	gemini	0870	OK	
0143	gemini	1076	OK	
0143	gemini	1101	OK	
0143	gemini	1482	결함	왼쪽 위 삼각형 ABE 영역의 분홍색 칠이 빠졌다
0144	antigravity	0027	OK	
0144	antigravity	0695	OK	
0144	antigravity	1215	OK	
0144	antigravity	1302	OK	
0144	antigravity	1366	OK	
0144	antigravity	1456	OK	
0144	codex-1	0027	OK	
0144	codex-1	0695	OK	
0144	codex-1	1215	OK	
0144	codex-1	1302	OK	
0144	codex-1	1366	OK	
0144	codex-1	1456	OK	
0144	gemini	0027	결함	선분 AB, CD가 빠졌다
0144	gemini	0695	OK	
0144	gemini	1215	결함	48도 각도 표시 호에 화살표 머리가 빠졌다
0144	gemini	1302	OK	
0144	gemini	1366	OK	
0144	gemini	1456	OK	
0145	antigravity	0030	OK	
0145	antigravity	0307	OK	
0145	antigravity	0799	OK	
0145	antigravity	1071	OK	
0145	antigravity	1317	OK	
0145	antigravity	1512	OK	
0145	codex-1	0030	OK	
0145	codex-1	0307	OK	
0145	codex-1	0799	OK	
0145	codex-1	1071	OK	
0145	codex-1	1317	OK	
0145	codex-1	1512	OK	
0145	gemini	0030	OK	
0145	gemini	0307	OK	
0145	gemini	0799	OK	
0145	gemini	1071	OK	
0145	gemini	1317	OK	
0145	gemini	1512	OK	
0146	antigravity	0105	OK	
0146	antigravity	0127	OK	
0146	antigravity	0470	OK	
0146	antigravity	0511	OK	
0146	antigravity	0546	OK	
0146	antigravity	0685	OK	
0146	codex-1	0105	OK	
0146	codex-1	0127	OK	
0146	codex-1	0470	OK	
0146	codex-1	0511	OK	
0146	codex-1	0546	OK	
0146	codex-1	0685	OK	
0146	gemini	0105	OK	
0146	gemini	0127	OK	
0146	gemini	0470	OK	
0146	gemini	0511	OK	
0146	gemini	0546	OK	
0146	gemini	0685	OK	
0147	antigravity	0015	OK	
0147	antigravity	0035	OK	
0147	antigravity	0746	OK	
0147	antigravity	0801	OK	
0147	antigravity	0802	OK	
0147	antigravity	1447	OK	
0147	codex-1	0015	OK	
0147	codex-1	0035	OK	
0147	codex-1	0746	OK	
0147	codex-1	0801	OK	
0147	codex-1	0802	OK	
0147	codex-1	1447	OK	
0147	gemini	0015	OK	
0147	gemini	0035	OK	
0147	gemini	0746	결함	선분 AH가 래스터는 실선인데 SVG는 점선임
0147	gemini	0801	OK	
0147	gemini	0802	OK	
0147	gemini	1447	OK	
0148	antigravity	0672	OK	
0148	antigravity	0946	OK	
0148	antigravity	0964	OK	
0148	antigravity	1089	OK	
0148	antigravity	1105	OK	
0148	antigravity	1477	OK	
0148	codex-1	0672	OK	
0148	codex-1	0946	OK	
0148	codex-1	0964	OK	
0148	codex-1	1089	OK	
0148	codex-1	1105	OK	
0148	codex-1	1477	OK	
0148	gemini	0672	OK	
0148	gemini	0946	OK	
0148	gemini	0964	OK	
0148	gemini	1089	OK	
0148	gemini	1105	OK	
0148	gemini	1477	OK	
0149	antigravity	0091	OK	
0149	antigravity	0399	OK	
0149	antigravity	0408	결함	원 하단 호 잘림
0149	antigravity	0780	OK	
0149	antigravity	0866	OK	
0149	antigravity	1332	OK	
0149	codex-1	0091	OK	
0149	codex-1	0399	OK	
0149	codex-1	0408	OK	
0149	codex-1	0780	OK	
0149	codex-1	0866	OK	
0149	codex-1	1332	OK	
0149	gemini	0091	OK	
0149	gemini	0399	OK	
0149	gemini	0408	결함	래스터는 현이 실선이고 호가 점선인데, SVG는 현이 점선이고 호가 실선임
0149	gemini	0780	OK	
0149	gemini	0866	OK	
0149	gemini	1332	OK	
0150	antigravity	0272	OK	
0150	antigravity	0421	OK	
0150	antigravity	0826	OK	
0150	antigravity	1299	OK	
0150	antigravity	1500	OK	
0150	antigravity	1510	OK	
0150	codex-1	0272	OK	
0150	codex-1	0421	OK	
0150	codex-1	0826	OK	
0150	codex-1	1299	OK	
0150	codex-1	1500	OK	
0150	codex-1	1510	OK	
0150	gemini	0272	결함	래스터는 대각선이 실선이고 P와 꼭짓점을 잇는 선이 점선인데, SVG는 반대로 그려졌다
0150	gemini	0421	OK	
0150	gemini	0826	OK	
0150	gemini	1299	OK	
0150	gemini	1500	OK	
0150	gemini	1510	OK	
0151	antigravity	0061	OK	
0151	antigravity	0413	OK	
0151	antigravity	0562	OK	
0151	antigravity	0829	OK	
0151	antigravity	0961	OK	
0151	antigravity	1058	OK	
0151	codex-1	0061	OK	
0151	codex-1	0413	OK	
0151	codex-1	0562	OK	
0151	codex-1	0829	OK	
0151	codex-1	0961	OK	
0151	codex-1	1058	OK	
0151	gemini	0061	OK	
0151	gemini	0413	OK	
0151	gemini	0562	OK	
0151	gemini	0829	OK	
0151	gemini	0961	OK	
0151	gemini	1058	OK	
0152	antigravity	0577	OK	
0152	antigravity	0863	OK	
0152	antigravity	1006	OK	
0152	antigravity	1438	OK	
0152	antigravity	1490	OK	
0152	antigravity	1560	OK	
0152	codex-1	0577	OK	
0152	codex-1	0863	OK	
0152	codex-1	1006	OK	
0152	codex-1	1438	OK	
0152	codex-1	1490	OK	
0152	codex-1	1560	OK	
0152	gemini	0577	OK	
0152	gemini	0863	OK	
0152	gemini	1006	OK	
0152	gemini	1438	OK	
0152	gemini	1490	OK	
0152	gemini	1560	OK	
0153	antigravity	0071	OK	
0153	antigravity	0368	OK	
0153	antigravity	0432	OK	
0153	antigravity	0713	OK	
0153	antigravity	1408	OK	
0153	antigravity	1463	OK	
0153	codex-1	0071	OK	
0153	codex-1	0368	OK	
0153	codex-1	0432	OK	
0153	codex-1	0713	OK	
0153	codex-1	1408	OK	
0153	codex-1	1463	OK	
0153	gemini	0071	OK	
0153	gemini	0368	OK	
0153	gemini	0432	OK	
0153	gemini	0713	OK	
0153	gemini	1408	OK	
0153	gemini	1463	OK	
0154	antigravity	0448	OK	
0154	antigravity	0732	OK	
0154	antigravity	0999	OK	
0154	antigravity	1056	OK	
0154	antigravity	1139	OK	
0154	antigravity	1313	OK	
0154	codex-1	0448	OK	
0154	codex-1	0732	OK	
0154	codex-1	0999	OK	
0154	codex-1	1056	OK	
0154	codex-1	1139	OK	
0154	codex-1	1313	OK	
0154	gemini	0448	OK	
0154	gemini	0732	OK	
0154	gemini	0999	OK	
0154	gemini	1056	OK	
0154	gemini	1139	OK	
0154	gemini	1313	OK	
0155	antigravity	0055	OK	
0155	antigravity	0639	OK	
0155	antigravity	1044	OK	
0155	antigravity	1082	OK	
0155	antigravity	1084	OK	
0155	antigravity	1342	OK	
0155	codex-1	0055	OK	
0155	codex-1	0639	OK	
0155	codex-1	1044	OK	
0155	codex-1	1082	OK	
0155	codex-1	1084	OK	
0155	codex-1	1342	OK	
0155	gemini	0055	OK	
0155	gemini	0639	OK	
0155	gemini	1044	OK	
0155	gemini	1082	OK	
0155	gemini	1084	OK	
0155	gemini	1342	OK	
0156	antigravity	0138	OK	
0156	antigravity	0630	OK	
0156	antigravity	1256	OK	
0156	antigravity	1412	OK	
0156	antigravity	1427	OK	
0156	antigravity	1466	OK	
0156	codex-1	0138	OK	
0156	codex-1	0630	OK	
0156	codex-1	1256	OK	
0156	codex-1	1412	OK	
0156	codex-1	1427	OK	
0156	codex-1	1466	OK	
0156	gemini	0138	OK	
0156	gemini	0630	OK	
0156	gemini	1256	OK	
0156	gemini	1412	OK	
0156	gemini	1427	OK	
0156	gemini	1466	OK	
0157	antigravity	0207	OK	
0157	antigravity	0283	OK	
0157	antigravity	0736	OK	
0157	antigravity	0769	OK	
0157	antigravity	0886	OK	
0157	antigravity	0990	OK	
0157	codex-1	0207	OK	
0157	codex-1	0283	OK	
0157	codex-1	0736	OK	
0157	codex-1	0769	OK	
0157	codex-1	0886	OK	
0157	codex-1	0990	OK	
0157	gemini	0207	OK	
0157	gemini	0283	OK	
0157	gemini	0736	OK	
0157	gemini	0769	OK	
0157	gemini	0886	OK	
0157	gemini	0990	OK	
0158	antigravity	0257	OK	
0158	antigravity	0313	OK	
0158	antigravity	0397	OK	
0158	antigravity	0751	OK	
0158	antigravity	0837	OK	
0158	antigravity	1517	OK	
0158	codex-1	0257	OK	
0158	codex-1	0313	OK	
0158	codex-1	0397	OK	
0158	codex-1	0751	OK	
0158	codex-1	0837	OK	
0158	codex-1	1517	OK	
0158	gemini	0257	OK	
0158	gemini	0313	OK	
0158	gemini	0397	OK	
0158	gemini	0751	OK	
0158	gemini	0837	OK	
0158	gemini	1517	OK	
0159	antigravity	0834	OK	
0159	antigravity	1102	OK	
0159	antigravity	1164	OK	
0159	antigravity	1175	OK	
0159	antigravity	1269	OK	
0159	antigravity	1325	OK	
0159	codex-1	0834	OK	
0159	codex-1	1102	OK	
0159	codex-1	1164	OK	
0159	codex-1	1175	OK	
0159	codex-1	1269	OK	
0159	codex-1	1325	OK	
0159	gemini	0834	OK	
0159	gemini	1102	OK	
0159	gemini	1164	OK	
0159	gemini	1175	OK	
0159	gemini	1269	OK	
0159	gemini	1325	OK	
0160	codex-1	0279	OK	
0160	codex-1	0478	OK	
0160	codex-1	0597	OK	
0160	codex-1	0610	OK	
0160	codex-1	1066	OK	
0160	codex-1	1289	OK	
0160	gemini	0279	OK	
0160	gemini	0478	결함	선분 DM의 화살표가 빠졌다.
0160	gemini	0597	OK	
0160	gemini	0610	OK	
0160	gemini	1066	OK	
0160	gemini	1289	OK	
0161	antigravity	0113	OK	
0161	antigravity	0692	OK	
0161	antigravity	0721	OK	
0161	antigravity	0916	OK	
0161	antigravity	1426	OK	
0161	antigravity	1453	OK	
0161	codex-1	0113	OK	
0161	codex-1	0692	OK	
0161	codex-1	0721	OK	
0161	codex-1	0916	OK	
0161	codex-1	1426	OK	
0161	codex-1	1453	OK	
0161	gemini	0113	OK	
0161	gemini	0692	OK	
0161	gemini	0721	OK	
0161	gemini	0916	OK	
0161	gemini	1426	OK	
0161	gemini	1453	OK	
0162	antigravity	0025	OK	
0162	antigravity	0097	OK	
0162	antigravity	0722	OK	
0162	antigravity	0984	OK	
0162	antigravity	1194	OK	
0162	antigravity	1405	OK	
0162	codex-1	0025	OK	
0162	codex-1	0097	OK	
0162	codex-1	0722	OK	
0162	codex-1	0984	OK	
0162	codex-1	1194	OK	
0162	codex-1	1405	OK	
0162	gemini	0025	OK	
0162	gemini	0097	OK	
0162	gemini	0722	OK	
0162	gemini	0984	OK	
0162	gemini	1194	OK	
0162	gemini	1405	결함	대각선 AC가 실선인데 점선으로 그려짐
0163	antigravity	0199	OK	
0163	antigravity	0332	OK	
0163	antigravity	0550	OK	
0163	antigravity	0715	OK	
0163	antigravity	0734	OK	
0163	antigravity	0890	OK	
0163	codex-1	0199	OK	
0163	codex-1	0332	OK	
0163	codex-1	0550	OK	
